Symbol,Name,Country,IPO Year,Volume,Sector,Industry
GLLI,Globalink Investment Inc. Common Stock,United States,2021,2003,Industrials,Consumer Electronics/Appliances
GLLIU,Globalink Investment Inc. Unit,United States,2021,1705,Industrials,Consumer Electronics/Appliances
GLMD,Galmed Pharmaceuticals Ltd. Ordinary Shares,Israel,2014,30859,Health Care,Biotechnology: Pharmaceutical Preparations
GLNG,Golar Lng Ltd,Bermuda,,2188509,Consumer Discretionary,Marine Transportation
GLO,Clough Global Opportunities Fund Common Stock,United States,2006,195113,Finance,Finance/Investors Services
GLOB,Globant S.A. Common Shares,United States,2014,660332,Technology,EDP Services
GLOP^A,GasLog Partners LP 8.625% Series A Cumulative Redeemable Perpetual Fixed to Floating Rate Preference Units,Greece,,1949,,
GLOP^B,GasLog Partners LP 8.200% Series B Cumulative Redeemable Perpetual Fixed to Floating Rate Preference Units,Greece,,2056,,
GLOP^C,GasLog Partners LP 8.500% Series C Cumulative Redeemable Perpetual Fixed to Floating Rate Preference Units,Greece,,850,,
GLP,Global Partners LP Common Units representing Limited Partner Interests,United States,2005,191762,Energy,Oil Refining/Marketing
GLP^B,Global Partners LP 9.50% Series B Fixed Rate Cumulative Redeemable Perpetual Preferred Units representing limited partner interests,United States,,4329,,
GLPG,Galapagos NV American Depositary Shares,Belgium,2015,220140,Health Care,Biotechnology: Pharmaceutical Preparations
GLPI,Gaming and Leisure Properties Inc. Common Stock,United States,,1510598,Real Estate,Real Estate Investment Trusts
GLQ,Clough Global Equity Fund Clough Global Equity Fund Common Shares of Beneficial Interest,United States,2005,81178,Finance,Finance/Investors Services
GLRE,Greenlight Capital Re Ltd. Class A Ordinary Shares,Cayman Islands,2007,42053,Finance,Property-Casualty Insurers
GLSI,Greenwich LifeSciences Inc. Common Stock,United States,2020,22035,Health Care,Biotechnology: Pharmaceutical Preparations
GLST,Global Star Acquisition Inc. Class A Common Stock,United States,2022,11608,Industrials,Consumer Electronics/Appliances
GLSTR,Global Star Acquisition Inc. Right,United States,2022,1642,,
GLT,Glatfelter Corporation Common Stock,United States,2000,445701,Basic Materials,Paper
GLTO,Galecto Inc. Common Stock,Denmark,2020,53851,Health Care,Biotechnology: Pharmaceutical Preparations
GLU,Gabelli Global Utility Common Shares of Beneficial Ownership,United States,2004,13531,Finance,Finance/Investors Services
GLUE,Monte Rosa Therapeutics Inc. Common Stock,United States,2021,299176,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GLV,Clough Global Dividend and Income Fund Common Shares of beneficial interest,United States,2004,42004,Finance,Finance/Investors Services
GLW,Corning Incorporated Common Stock,United States,,4085325,Industrials,Telecommunications Equipment
GLYC,GlycoMimetics Inc. Common Stock,United States,2014,666894,Health Care,Biotechnology: Pharmaceutical Preparations
GM,General Motors Company Common Stock,United States,2010,13749201,Consumer Discretionary,Auto Manufacturing
GMAB,Genmab A/S ADS,Denmark,2019,587753,,
GME,GameStop Corporation Common Stock,United States,2002,105077564,Consumer Discretionary,Electronics Distribution
GMED,Globus Medical Inc. Class A Common Stock,United States,2012,577402,Health Care,Medical/Dental Instruments
GMFI,Aetherium Acquisition Corp. Class A Common Stock,United States,2022,6,Finance,Blank Checks
GMFIW,Aetherium Acquisition Corp. Warrant,United States,2022,12900,Finance,Blank Checks
GMGI,Golden Matrix Group Inc. Common Stock,United States,,285910,Technology,Computer Software: Prepackaged Software
GMM,Global Mofy Metaverse Limited Ordinary Shares,China,2023,87208,Technology,Computer Software: Programming Data Processing
GMRE,Global Medical REIT Inc. Common Stock,United States,2016,658006,Real Estate,Real Estate Investment Trusts
GMRE^A,Global Medical REIT Inc. Series A Cumulative Redeemable Preferred Stock,United States,,1311,,
GMS,GMS Inc. Common Stock,United States,2016,267670,,
GNE,Genie Energy Ltd. Class B Common Stock Stock,United States,2011,177164,Utilities,Power Generation
GNFT,GENFIT S.A. American Depositary Shares,France,2019,10208,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GNK,Genco Shipping & Trading Limited Ordinary Shares New (Marshall Islands),United States,,765565,Consumer Discretionary,Marine Transportation
GNL,Global Net Lease Inc. Common Stock,United States,2015,1414715,Real Estate,Real Estate Investment Trusts
GNL^A,Global Net Lease Inc. 7.25% Series A Cumulative Redeemable Preferred Stock $0.01 par value per share,United States,,6588,,
GNL^B,Global Net Lease Inc. 6.875% Series B Cumulative Redeemable Perpetual Preferred Stock,United States,,18475,,
GNL^D,Global Net Lease Inc. 7.50% Series D Cumulative Redeemable Perpetual Preferred Stock,United States,,11194,,
GNL^E,Global Net Lease Inc. 7.375% Series E Cumulative Redeemable Perpetual Preferred Stock,United States,,9048,,
GNLN,Greenlane Holdings Inc. Class A Common Stock,United States,2019,260572,Consumer Discretionary,Durable Goods
GNLX,Genelux Corporation Common Stock,United States,2023,894584,Health Care,Biotechnology: Pharmaceutical Preparations
GNPX,Genprex Inc. Common Stock,United States,2018,27703,Health Care,Biotechnology: Pharmaceutical Preparations
GNRC,Generac Holdlings Inc. Common Stock,United States,2010,1058648,Consumer Discretionary,Metal Fabrications
GNS,Genius Group Limited Ordinary Shares,Singapore,2022,2392873,Consumer Discretionary,Services-Misc. Amusement & Recreation
GNSS,Genasys Inc. Common Stock,United States,,175988,Consumer Staples,Consumer Electronics/Appliances
GNT,GAMCO Natural Resources Gold & Income Trust,United States,2011,46805,Finance,Finance/Investors Services
GNT^A,GAMCO Natural Resources Gold & Income Tust  5.20% Series A Cumulative Preferred Shares (Liquidation Preference $25.00 per share),United States,,2445,,
GNTA,Genenta Science S.p.A. American Depositary Shares,Italy,2021,3352,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GNTX,Gentex Corporation Common Stock,United States,,1208737,Consumer Discretionary,Auto Parts:O.E.M.
GNTY,Guaranty Bancshares Inc. Common Stock,United States,,16461,Finance,Major Banks
GNW,Genworth Financial Inc Common Stock,United States,2004,2095452,Finance,Life Insurance
GO,Grocery Outlet Holding Corp. Common Stock,United States,2019,1304834,Consumer Staples,Food Chains
GOCO,GoHealth Inc. Class A Common Stock,United States,2020,23564,Finance,Specialty Insurers
GODN,Golden Star Acquisition Corporation Ordinary Shares,United States,2023,878,Finance,Blank Checks
GODNR,Golden Star Acquisition Corporation Rights,United States,2023,841,Finance,Blank Checks
GOEV,Canoo Inc. Class A Common Stock,United States,2019,2139257,,
GOEVW,Canoo Inc. Warrant,United States,2019,36856,,
GOF,Guggenheim Strategic Opportunities Fund Common Shares of Beneficial Interest,United States,,604300,Finance,Finance/Investors Services
GOGL,Golden Ocean Group Limited Common Stock,Bermuda,,1765678,Consumer Discretionary,Marine Transportation
GOGO,Gogo Inc. Common Stock,United States,2013,391765,Consumer Discretionary,Telecommunications Equipment
GOLD,Barrick Gold Corporation Common Stock (BC),Canada,,21446231,,
GOLF,Acushnet Holdings Corp. Common Stock,United States,2016,229508,Consumer Discretionary,Recreational Games/Products/Toys
GOOD,Gladstone Commercial Corporation Real Estate Investment Trust,United States,2003,170635,Real Estate,Real Estate
GOODN,Gladstone Commercial Corporation 6.625% Series E Cumulative Redeemable Preferred Stock,United States,,4135,Real Estate,Real Estate
GOODO,Gladstone Commercial Corporation 6.00% Series G Cumulative Redeemable Preferred Stock par value $0.001 per share,United States,,15333,Real Estate,Real Estate Investment Trusts
GOOG,Alphabet Inc. Class C Capital Stock,United States,2004,15655340,Technology,Computer Software: Programming Data Processing
GOOGL,Alphabet Inc. Class A Common Stock,United States,2004,20572157,Technology,Computer Software: Programming Data Processing
GOOS,Canada Goose Holdings Inc. Subordinate Voting Shares,,2017,1200871,Consumer Discretionary,Apparel
GORO,Gold Resource Corporation Common Stock,United States,,633552,Basic Materials,Precious Metals
GORV,Lazydays Holdings Inc. Common Stock,United States,,29473,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
GOSS,Gossamer Bio Inc. Common Stock,United States,2019,1647587,Health Care,Biotechnology: Pharmaceutical Preparations
GOTU,Gaotu Techedu Inc. American Depositary Shares,China,2019,2214513,Real Estate,Other Consumer Services
GOVX,GeoVax Labs Inc. Common Stock,United States,,99604,Health Care,Biotechnology: Pharmaceutical Preparations
GOVXW,GeoVax Labs Inc. Warrants,United States,,9744,Health Care,Biotechnology: Pharmaceutical Preparations
GP,GreenPower Motor Company Inc. Common Shares,Canada,,71721,Consumer Discretionary,Construction/Ag Equipment/Trucks
GPAC,Global Partner Acquisition Corp II Class A Ordinary Share,United States,2021,5,Finance,Blank Checks
GPAK,Gamer Pakistan Inc. Common Stock,United States,2023,432141,Consumer Discretionary,Services-Misc. Amusement & Recreation
GPATU,GP-Act III Acquisition Corp. Units,United States,2024,300956,,
GPC,Genuine Parts Company Common Stock,United States,,709605,Consumer Discretionary,Automotive Aftermarket
GPCR,Structure Therapeutics Inc. American Depositary Shares,United States,2023,337085,Health Care,Biotechnology: Pharmaceutical Preparations
GPI,Group 1 Automotive Inc. Common Stock,United States,1997,185502,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
GPJA,Georgia Power Company Series 2017A 5.00% Junior Subordinated Notes due October 1 2077,United States,2017,7908,Utilities,Electric Utilities: Central
GPK,Graphic Packaging Holding Company,United States,,2005271,Consumer Discretionary,Containers/Packaging
GPMT,Granite Point Mortgage Trust Inc. Common Stock,United States,2017,650516,Real Estate,Real Estate Investment Trusts
GPMT^A,Granite Point Mortgage Trust Inc. 7.00% Series A Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,United States,,13447,,
GPN,Global Payments Inc. Common Stock,United States,,2205172,Consumer Discretionary,Business Services
GPOR,Gulfport Energy Corporation Common Shares,United States,2021,226397,Energy,Oil & Gas Production
GPRE,Green Plains Inc. Common Stock,United States,,1184119,Industrials,Major Chemicals
GPRK,Geopark Ltd Common Shares,Bermuda,2014,461404,Energy,Oil & Gas Production
GPRO,GoPro Inc. Class A Common Stock,United States,2014,1554280,Consumer Discretionary,Industrial Machinery/Components
GPS,Gap Inc. (The) Common Stock,United States,,8827407,Consumer Discretionary,Clothing/Shoe/Accessory Stores
GRAB,Grab Holdings Limited Class A Ordinary Shares,Singapore,,9576889,Consumer Discretionary,Business Services
GRABW,Grab Holdings Limited Warrant,Singapore,,48839,Consumer Discretionary,Business Services
GRBK,Green Brick Partners Inc. Common Stock,United States,2021,308588,Consumer Discretionary,Homebuilding
GRBK^A,Green Brick Partners Inc. Depositary Shares (each representing a 1/1000th fractional interest in a share of 5.75% Series A Cumulative Perpetual Preferred Stock),United States,,2880,,
GRC,Gorman-Rupp Company (The) Common Stock,United States,1971,98784,Industrials,Fluid Controls
GRDI,GRIID Infrastructure Inc. Common Stock,United States,,29605,Technology,EDP Services
GRDIW,GRIID Infrastructure Inc. Warrant,United States,,3120,Technology,EDP Services
GREE,Greenidge Generation Holdings Inc. Class A Common Stock,United States,,78606,Finance,Finance: Consumer Services
GREEL,Greenidge Generation Holdings Inc. 8.50% Senior Notes due 2026,United States,,18044,Finance,Finance: Consumer Services
GRF,Eagle Capital Growth Fund Inc. Common Stock,United States,,857,Finance,Finance/Investors Services
GRFS,Grifols S.A. American Depositary Shares,Spain,,640650,Health Care,Biotechnology: Pharmaceutical Preparations
GRFX,Graphex Group Limited American Depositary Shares each American Depositary Share representing 20 Ordinary Shares,,2022,70791,,
GRI,GRI Bio Inc. Common Stock,United States,2021,365335,Health Care,Biotechnology: Pharmaceutical Preparations
GRIN,Grindrod Shipping Holdings Ltd. Ordinary Shares,Singapore,,13401,Consumer Discretionary,Marine Transportation
GRMN,Garmin Ltd. Common Stock (Switzerland),Switzerland,2000,704866,Industrials,Industrial Machinery/Components
GRND,Grindr Inc. Common Stock,Singapore,2021,413798,Technology,Computer Software: Programming Data Processing
GRNQ,Greenpro Capital Corp. Common Stock,China,,23327,Consumer Discretionary,Professional Services
GRNT,Granite Ridge Resources Inc. Common Stock,United States,2022,584023,Energy,Oil & Gas Production
GROM,Grom Social Enterprises Inc. Common Stock,United States,,47854,Technology,Computer Software: Programming Data Processing
GROMW,Grom Social Enterprises Inc. Warrants,United States,,20,Technology,Computer Software: Programming Data Processing
GROV,Grove Collaborative Holdings Inc. Class A Common Stock,,2021,98684,Consumer Discretionary,Catalog/Specialty Distribution
GROW,U.S. Global Investors Inc. Class A Common Stock,United States,,8594,Finance,Investment Managers
GROY,Gold Royalty Corp. Common Shares,Canada,2021,8782873,Basic Materials,Precious Metals
GRPN,Groupon Inc. Common Stock,United States,2011,1575386,Consumer Discretionary,Advertising
GRRR,Gorilla Technology Group Inc. Ordinary shares,Taiwan,,229322,Technology,Computer Software: Prepackaged Software
GRRRW,Gorilla Technology Group Inc. Warrant,Taiwan,,18149,Technology,Computer Software: Prepackaged Software
GRTS,Gritstone bio Inc. Common Stock,United States,2018,1916274,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GRTX,Galera Therapeutics Inc. Common Stock,United States,2019,974748,Health Care,Biotechnology: Pharmaceutical Preparations
GRVY,GRAVITY Co. Ltd. American Depository Shares,South Korea,2005,15470,Consumer Discretionary,Business Services
GRWG,GrowGeneration Corp. Common Stock,United States,,439033,Consumer Discretionary,RETAIL: Building Materials
GRX,The Gabelli Healthcare & Wellness Trust Common Shares of Beneficial Interest,United States,,22616,Finance,Finance/Investors Services
GRYP,Gryphon Digital Mining Inc Common Stock,United States,2018,288565,Technology,EDP Services
GS,Goldman Sachs Group Inc. (The) Common Stock,United States,1999,1930788,Finance,Investment Bankers/Brokers/Service
GS^A,Goldman Sachs Group Inc. (The) Depositary Shares each representing 1/1000th Interest in a Share of Floating Rate Non-Cumulative Preferred Stock Series A,United States,,25695,,
GS^C,Goldman Sachs Group Inc. (The) Depositary Share repstg 1/1000th Preferred Series C,United States,,11112,,
GS^D,Goldman Sachs Group Inc. (The) Dep Shs repstg 1/1000 Pfd Ser D Fltg,United States,,40355,,
GSAT,Globalstar Inc. Common Stock,United States,2006,3056277,Consumer Discretionary,Telecommunications Equipment
GSBC,Great Southern Bancorp Inc. Common Stock,United States,1989,17939,Finance,Major Banks
GSBD,Goldman Sachs BDC Inc. Common Stock,United States,2015,490171,Finance,Investment Managers
GSHD,Goosehead Insurance Inc. Class A Common Stock,United States,2018,181438,Finance,Specialty Insurers
GSIT,GSI Technology Common Stock,United States,2007,157272,Technology,Semiconductors
GSIW,Garden Stage Limited Ordinary Shares,Hong Kong,2023,18693,Finance,Investment Bankers/Brokers/Service
GSK,GSK plc American Depositary Shares (Each representing two Ordinary Shares),United Kingdom,2022,2648080,Health Care,Biotechnology: Pharmaceutical Preparations
GSL,Global Ship Lease Inc New Class A Common Shares,United Kingdom,,875156,Consumer Discretionary,Marine Transportation
GSL^B,Global Ship Lease Inc. Depository Shares Representing 1/100th Perpetual Preferred Series B% (Marshall Island),United Kingdom,,3839,,
GSM,Ferroglobe PLC Ordinary Shares,United Kingdom,,843265,Basic Materials,Metal Mining
GSUN,Golden Sun Health Technology Group Limited Class A Ordinary Shares,China,2022,35637,Real Estate,Other Consumer Services
GT,The Goodyear Tire & Rubber Company Common Stock,United States,,1822122,Consumer Discretionary,Automotive Aftermarket
GTACW,Global Technology Acquisition Corp. I Warrant,United States,2021,702,Finance,Blank Checks
GTBP,GT Biopharma Inc. Common Stock,United States,,119573,Health Care,Biotechnology: Pharmaceutical Preparations
GTE,Gran Tierra Energy Inc. Common Stock,Canada,,634679,Energy,Oil & Gas Production
GTEC,Greenland Technologies Holding Corporation Ordinary Shares,China,2018,39196,Industrials,Industrial Machinery/Components
GTES,Gates Industrial Corporation plc Ordinary Shares,,2018,2639801,Industrials,Industrial Machinery/Components
GTHX,G1 Therapeutics Inc. Common Stock,United States,2017,2794137,Health Care,Biotechnology: Pharmaceutical Preparations
GTI,Graphjet Technology Class A Ordinary Shares,Malaysia,2022,49651,Energy,Industrial Machinery/Components
GTIM,Good Times Restaurants Inc. Common Stock,United States,,11776,Consumer Discretionary,Restaurants
GTLB,GitLab Inc. Class A Common Stock,United States,2021,1807204,Technology,Computer Software: Prepackaged Software
GTLS,Chart Industries Inc. Common Stock,United States,2006,381435,Industrials,Metal Fabrications
GTLS^B,Chart Industries Inc. Depositary Shares each Representing a 1/20th Interest in a Share of 6.75% Series B Mandatory Convertible Preferred Stock,United States,,4166,,
GTN,Gray Television Inc. Common Stock,United States,,1197659,Industrials,Broadcasting
GTX,Garrett Motion Inc. Common Stock,Switzerland,,1106419,Consumer Discretionary,Auto Parts:O.E.M.
GTY,Getty Realty Corporation Common Stock,United States,,201615,Real Estate,Real Estate Investment Trusts
GUG,Guggenheim Active Allocation Fund Common Shares of Beneficial Interest,United States,2021,45185,Finance,Trusts Except Educational Religious and Charitable
GURE,Gulf Resources Inc. (NV) Common Stock,China,,42247,Industrials,Major Chemicals
GUT,Gabelli Utility Trust (The) Common Stock,United States,,168200,Finance,Trusts Except Educational Religious and Charitable
GUT^C,Gabelli Utility Trust (The) 5.375% Series C Cumulative Preferred Shares,United States,,320,,
GUTS,Fractyl Health Inc. Common Stock,United States,2024,348962,,
GV,Visionary Holdings Inc. Common Shares,Canada,2022,13510527,,
GVA,Granite Construction Incorporated Common Stock,United States,,314623,Industrials,Military/Government/Technical
GVH,Globavend Holdings Limited Ordinary Shares,Australia,2023,6150,Consumer Discretionary,Oil Refining/Marketing
GVP,GSE Systems Inc. Common Stock,United States,,55987,Technology,Computer Software: Prepackaged Software
GWAV,Greenwave Technology Solutions Inc. Common Stock,United States,,311025992,Industrials,Metal Fabrications
GWH,ESS Tech Inc. Common Stock,United States,,888828,Miscellaneous,Industrial Machinery/Components
GWRE,Guidewire Software Inc. Common Stock,United States,2012,335027,Technology,Computer Software: Prepackaged Software
GWRS,Global Water Resources Inc. Common Stock,United States,2016,20795,Utilities,Water Supply
GWW,W.W. Grainger Inc. Common Stock,United States,,303072,Industrials,Office Equipment/Supplies/Services
GXAI,Gaxos.ai Inc. Common Stock,United States,2023,11308,Technology,Computer Software: Prepackaged Software
GXO,GXO Logistics Inc. Common Stock ,United States,2021,475146,Consumer Discretionary,Transportation Services
GYRE,Gyre Therapeutics Inc. Common Stock,United States,2006,100321,Health Care,Biotechnology: Pharmaceutical Preparations
GYRO,Gyrodyne LLC Common Stock,United States,,8742,Real Estate,Building operators
H,Hyatt Hotels Corporation Class A Common Stock,United States,2009,402715,Consumer Discretionary,Hotels/Resorts
HA,Hawaiian Holdings Inc. Common Stock,United States,,385929,Consumer Discretionary,Air Freight/Delivery Services
HAE,Haemonetics Corporation Common Stock,United States,1991,799034,Health Care,Medical/Dental Instruments
HAFC,Hanmi Financial Corporation Common Stock,United States,,163525,Finance,Major Banks
HAFN,Hafnia Limited Common Shares,,2024,279138,Consumer Discretionary,Transportation Services
HAIA,Healthcare AI Acquisition Corp. Class A Ordinary Shares,Cayman Islands,2022,8881,Finance,Blank Checks
HAIN,Hain Celestial Group Inc. (The) Common Stock,United States,,732833,Consumer Staples,Packaged Foods
HAL,Halliburton Company Common Stock,United States,,4840215,Energy,Oilfield Services/Equipment
HALO,Halozyme Therapeutics Inc. Common Stock,United States,,1031547,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
HAO,Haoxi Health Technology Limited Class A Ordinary Shares,China,2024,312840,Consumer Discretionary,Advertising
HAS,Hasbro Inc. Common Stock,United States,,1555062,Consumer Discretionary,Recreational Games/Products/Toys
HASI,Hannon Armstrong Sustainable Infrastructure Capital Inc. Common Stock,United States,2013,1619757,Real Estate,Real Estate Investment Trusts
HAYN,Haynes International Inc. Common Stock,United States,2007,71603,Industrials,Steel/Iron Ore
HAYW,Hayward Holdings Inc. Common Stock,United States,2021,1388339,Industrials,Industrial Machinery/Components
HBAN,Huntington Bancshares Incorporated Common Stock,United States,,10961109,Finance,Major Banks
HBANL,Huntington Bancshares Incorporated Depositary Shares Each Representing a 1/40th Interest in a Share of 6.875% Series J Non-Cumulative Perpetual Preferred Stock,United States,,12904,Finance,Major Banks
HBANM,Huntington Bancshares Incorporated Depositary Shares each representing a 1/1000th interest in a share of Huntington Series I Preferred Stock,United States,,7647,Finance,Major Banks
HBANP,Huntington Bancshares Incorporated Depositary Shares 4.500% Series H Non-Cumulative Perpetual Preferred Stock,United States,,37612,Finance,Major Banks
HBB,Hamilton Beach Brands Holding Company Class A Common Stock ,United States,2017,53966,Consumer Discretionary,Home Furnishings
HBCP,Home Bancorp Inc. Common Stock,United States,2008,5673,Finance,Banks
HBI,Hanesbrands Inc. Common Stock,United States,,6270965,Consumer Discretionary,Clothing/Shoe/Accessory Stores
HBIO,Harvard Bioscience Inc. Common Stock,United States,2000,159639,Industrials,Biotechnology: Laboratory Analytical Instruments
HBM,Hudbay Minerals Inc. Ordinary Shares (Canada),Canada,,5806003,Basic Materials,Metal Mining
HBNC,Horizon Bancorp Inc. Common Stock,United States,,79315,Finance,Major Banks
HBT,HBT Financial Inc. Common Stock,United States,2019,16068,Finance,Major Banks
HCA,HCA Healthcare Inc. Common Stock,United States,2011,852450,Health Care,Hospital/Nursing Management
HCAT,Health Catalyst Inc Common Stock,United States,2019,290845,Technology,Computer Software: Programming Data Processing
HCC,Warrior Met Coal Inc. Common Stock,United States,2017,386593,Energy,Coal Mining
HCI,HCI Group Inc. Common Stock,United States,,145990,Finance,Property-Casualty Insurers
HCKT,Hackett Group Inc (The). Common Stock,United States,,92802,Consumer Discretionary,Professional Services
HCM,HUTCHMED (China) Limited American Depositary Shares,Hong Kong,2016,198861,Health Care,Biotechnology: Pharmaceutical Preparations
HCP,HashiCorp Inc. Class A Common Stock,United States,2021,2319062,Technology,EDP Services
HCSG,Healthcare Services Group Inc. Common Stock,United States,1983,610198,Health Care,Hospital/Nursing Management
HCTI,Healthcare Triangle Inc. Common Stock,United States,2021,76618,Technology,EDP Services
HCVI,Hennessy Capital Investment Corp. VI Class A Common Stock,United States,2021,133,Finance,Blank Checks
HCVIW,Hennessy Capital Investment Corp. VI Warrant,United States,2021,138717,Finance,Blank Checks
HCWB,HCW Biologics Inc. Common Stock,United States,2021,15280,Health Care,Biotechnology: Pharmaceutical Preparations
HCXY,Hercules Capital Inc. 6.25% Notes due 2033,United States,2018,3677,Finance,Investment Managers
HD,Home Depot Inc. (The) Common Stock,United States,,3807491,Consumer Discretionary,RETAIL: Building Materials
HDB,HDFC Bank Limited Common Stock,India,2001,2114611,Finance,Commercial Banks
HDL,SUPER HI INTERNATIONAL HOLDING LTD. American Depositary Shares,Singapore,2024,140709,Consumer Discretionary,Restaurants
HDSN,Hudson Technologies Inc. Common Stock,United States,,240641,Consumer Discretionary,Industrial Specialties
HE,Hawaiian Electric Industries Inc. Common Stock,United States,,1639448,Utilities,Electric Utilities: Central
HEAR,Turtle Beach Corporation Common Stock,United States,,248463,Telecommunications,Telecommunications Equipment
HEES,H&E Equipment Services Inc. Common Stock,United States,2006,440003,Industrials,Misc Corporate Leasing Services
HEI,Heico Corporation Common Stock,United States,2000,530162,Industrials,Aerospace
HEI/A,Heico Corporation,United States,,409133,,
HELE,Helen of Troy Limited Common Stock,Bermuda,,191103,Consumer Discretionary,Other Consumer Services
HEPA,Hepion Pharmaceuticals Inc. Common Stock,United States,,17203,Health Care,Biotechnology: Pharmaceutical Preparations
HEPS,D-Market Electronic Services & Trading American Depositary Shares,Turkey,2021,337321,Consumer Discretionary,Catalog/Specialty Distribution
HEQ,John Hancock Hedged Equity & Income Fund Common Shares of Beneficial Interest,United States,2011,16752,Finance,Investment Managers
HES,Hess Corporation Common Stock,United States,,4071919,Energy,Integrated oil Companies
HESM,Hess Midstream LP Class A Share,United States,2017,730302,Energy,Oil & Gas Production
HFBL,Home Federal Bancorp Inc. of Louisiana Common Stock,United States,2010,174,Finance,Savings Institutions
HFFG,HF Foods Group Inc. Common Stock,United States,2017,134139,Consumer Discretionary,Food Distributors
HFRO,Highland Opportunities and Income Fund Common Shares of Beneficial Interest,United States,2017,122254,Finance,Finance/Investors Services
HFRO^A,Highland Opportunities and Income Fund 5.375% Series A Cumulative Preferred Shares,United States,,5776,,
HFWA,Heritage Financial Corporation Common Stock,United States,,150671,Finance,Banks
HG,Hamilton Insurance Group Ltd. Class B Common Shares,Bermuda,2023,417776,,
HGAS,Global Gas Corporation Class A Common Stock,United States,2021,32131,Industrials,Major Chemicals
HGBL,Heritage Global Inc. Common Stock,United States,,88965,Consumer Discretionary,Business Services
HGLB,Highland Global Allocation Fund Common Stock,,2019,40096,Finance,Trusts Except Educational Religious and Charitable
HGTY,Hagerty Inc. Class A Common Stock,United States,2021,34595,Finance,Specialty Insurers
HGV,Hilton Grand Vacations Inc. Common Stock ,United States,2016,599714,Consumer Discretionary,Hotels/Resorts
HHGC,HHG Capital Corporation Ordinary Shares,Hong Kong,2021,2797,Finance,Blank Checks
HHGCU,HHG Capital Corporation Units,Hong Kong,2021,7,Finance,Blank Checks
HHGCW,HHG Capital Corporation Warrant,Hong Kong,2021,50,Finance,Blank Checks
HHH,Howard Hughes Holdings Inc. Common Stock,United States,,348508,Real Estate,Real Estate Investment Trusts
HHS,Harte Hanks Inc. Common Stock,United States,,28639,Consumer Discretionary,Advertising
HI,Hillenbrand Inc Common Stock,United States,,290655,Consumer Discretionary,Miscellaneous manufacturing industries
HIBB,Hibbett Inc. Common Stock,United States,1996,242226,Consumer Discretionary,Food Distributors
HIE,Miller/Howard High Income Equity Fund Common Shares of Beneficial Interest,United States,2014,29228,Finance,Trusts Except Educational Religious and Charitable
HIFS,Hingham Institution for Savings Common Stock,United States,,14205,Finance,Banks
HIG,Hartford Financial Services Group Inc. (The) Common Stock,United States,,1560827,Finance,Property-Casualty Insurers
HIG^G,Hartford Financial Services Group Inc. (The) Depositary Shares each representing a 1/1000th interest in a share of 6.000% Non-Cumulative Preferred Stock Series G $0.01 par value,United States,,14010,,
HIHO,Highway Holdings Limited Common Stock,Hong Kong,,3696,Industrials,Metal Fabrications
HII,Huntington Ingalls Industries Inc. Common Stock,United States,,259706,Industrials,Marine Transportation
HIMS,Hims & Hers Health Inc. Class A Common Stock,United States,2019,21134206,Health Care,Medical/Nursing Services
HIMX,Himax Technologies Inc. American Depositary Shares,Taiwan,2006,460532,Technology,Semiconductors
HIO,Western Asset High Income Opportunity Fund Inc. Common Stock,United States,,629326,Finance,Finance/Investors Services
HIPO,Hippo Holdings Inc. Common Stock,United States,2021,257698,Finance,Property-Casualty Insurers
HITI,High Tide Inc. Common Shares,Canada,,338549,,
HIVE,HIVE Digital Technologies Ltd. Common Shares,Canada,,1525219,,
HIW,Highwoods Properties Inc. Common Stock,United States,1994,671032,Real Estate,Real Estate Investment Trusts
HIX,Western Asset High Income Fund II Inc. Common Stock,United States,1998,525653,Finance,Finance/Investors Services
HKD,AMTD Digital Inc. American Depositary Shares (every five of which represent two Class A Ordinary Shares),,2022,219228,Finance,Finance: Consumer Services
HKIT,Hitek Global Inc. Class A Ordinary Share,China,2023,199215,Technology,Computer Software: Prepackaged Software
HL,Hecla Mining Company Common Stock,United States,,11979581,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
HL^B,Hecla Mining Company Preferred Stock,United States,,203,,
HLF,Herbalife Ltd. Common Shares,Cayman Islands,2004,1464131,Health Care,Other Pharmaceuticals
HLI,Houlihan Lokey Inc. Class A Common Stock,United States,2015,443325,Finance,Investment Managers
HLIO,Helios Technologies Inc. Common Stock,United States,2021,92583,Industrials,Metal Fabrications
HLIT,Harmonic Inc. Common Stock,United States,1995,930899,Technology,Radio And Television Broadcasting And Communications Equipment
HLLY,Holley Inc. Common Stock,United States,2020,436619,Consumer Discretionary,Auto Parts:O.E.M.
HLMN,Hillman Solutions Corp. Common Stock,United States,2020,812468,Consumer Discretionary,Industrial Machinery/Components
HLN,Haleon plc American Depositary Shares (Each representing two Ordinary Shares),United Kingdom,2022,3084588,Consumer Discretionary,Package Goods/Cosmetics
